episode,reward,outcome,duration,steps,total_steps,buffer_size,avg_critic_loss,avg_actor_loss
1469,207.834535185283,1,23.40798330307007,177,558179,558179,2.271731564890867,35.974596336063016
1470,-193.32376956988188,2,43.601768016815186,331,558510,558510,2.1132703337064322,36.120173716473076
1471,-99.25746850235795,4,80.8388123512268,613,559123,559123,2.1848602829710693,35.92306857085734
1472,-190.5186374758605,2,65.3302252292633,498,559621,559621,2.200636860117855,36.0128582567575
1473,210.7665976622523,1,21.80689525604248,166,559787,559787,2.1877994652254036,36.07947990693242
1474,221.70223857981944,1,4.087727069854736,30,559817,559817,2.2734701255957286,35.84057070414225
1475,-210.83934419977803,2,73.75683069229126,562,560379,560379,2.1032632925544346,35.98351341464765
1476,194.63425949985927,1,28.288939476013184,215,560594,560594,2.21924298474955,36.17539406709893
1477,198.5470709488036,1,45.829773902893066,349,560943,560943,2.2616997528554377,35.89628992381274
1478,-71.69698464829038,4,80.87941813468933,617,561560,561560,2.1836346247787413,35.97656920199649
1479,238.75105001966025,1,11.96024775505066,92,561652,561652,2.0457499895406808,35.8734593598739
1480,227.271243646604,1,4.671904563903809,34,561686,561686,2.1120899074217854,35.96593609978171
1481,-197.5547075301125,2,4.634213209152222,34,561720,561720,2.071351517649258,36.00782775878906
1482,214.12506913135417,1,11.24757695198059,84,561804,561804,2.0073046819085167,35.75967652457101
1483,-49.876234474430866,4,80.73387837409973,612,562416,562416,2.1358257196113173,35.89589990354052
1484,-177.06066681299703,2,54.133121490478516,411,562827,562827,2.070592391519941,35.74902635189159
1485,230.36841532776526,1,31.79436230659485,246,563073,563073,2.1700074248682193,35.77235561463891
1486,-48.55928892561039,4,80.82247829437256,609,563682,563682,2.1049782572121454,35.69350824215142
1487,-29.560773300328382,4,80.83749771118164,609,564291,564291,2.0959968603107533,35.83664190984516
1488,-201.55903303770938,2,25.04849076271057,190,564481,564481,2.0408801988551493,35.73348436857525
1489,-163.34192619222577,2,26.199803590774536,194,564675,564675,2.1459224147280467,35.675076238887826
1490,-44.164804963898554,4,80.72239208221436,602,565277,565277,2.1715332915220547,35.69581194652672
1491,-184.05011060850987,2,34.85492539405823,256,565533,565533,2.1287173414602876,35.69031400978565
1492,-172.01610297660272,2,15.824188232421875,118,565651,565651,1.9756477369090257,35.746954804759916
1493,-247.804845509133,2,55.0004780292511,413,566064,566064,2.155152390280301,35.85022149998108
1494,230.60876245597998,1,46.08306336402893,346,566410,566410,2.0257449661720695,35.653227370598415
1495,-40.191945751378995,4,80.73996329307556,605,567015,567015,2.18550291918526,35.78757614261848
1496,-44.05365821492137,4,80.85855221748352,601,567616,567616,2.1898369347791307,35.818488186092026
1497,-208.50826785781697,2,36.279646158218384,273,567889,567889,2.2303895762551833,35.733512557033215
1498,235.12735004699041,1,13.97958517074585,105,567994,567994,2.0693279873757136,35.536869339715864
1499,-185.85375814441633,2,4.622319221496582,34,568028,568028,2.165693149847143,35.75869010476505
1500,-58.74706670948406,4,80.75631952285767,601,568629,568629,2.148759010330016,35.730096306062975
1501,-194.68079738683386,2,34.610782861709595,238,568867,568867,2.065762026971128,35.69732526570809
1502,-178.39460658497222,2,22.69688391685486,161,569028,569028,2.2671695503388873,35.662987442490476
1503,210.17865037404584,1,30.51141905784607,222,569250,569250,2.1292358921454833,35.883745485597906
1504,195.9564930466241,1,38.50266122817993,282,569532,569532,2.127355911207537,35.58853409138132
1505,221.2487452624859,1,6.301370143890381,45,569577,569577,2.299563259548611,35.44161732991537
1506,-242.74321555793514,2,55.64438343048096,407,569984,569984,2.126986825788343,35.588684925576096
1507,222.59498938281726,1,64.86963391304016,473,570457,570457,2.295928837381004,35.67124918802596
1508,-177.63824194106869,2,36.99877214431763,274,570731,570731,2.1512935283410286,35.611887841329086
1509,-58.922148428880355,4,80.88765788078308,597,571328,571328,2.137187189093387,35.62510162302397
1510,184.3303148448433,1,39.29230356216431,288,571616,571616,2.051229067146778,35.482744958665634
1511,222.70580907586685,1,4.049228668212891,30,571646,571646,2.175294295946757,35.59692103068034
1512,-221.20095942824878,2,49.00348877906799,356,572002,572002,2.180165457591582,35.57353536198648
1513,-180.09704351379168,2,45.18670678138733,331,572333,572333,2.1070532753748474,35.40145000446239
1514,229.15917847213566,1,32.3940224647522,239,572572,572572,2.1020599947813663,35.633086870903746
1515,-46.891440001633484,4,80.77247834205627,594,573166,573166,2.1650070042321174,35.521631016073
1516,217.549441661078,1,6.0215394496917725,43,573209,573209,1.897345831227857,35.590567566627676
1517,199.87148394334878,1,7.1105430126190186,52,573261,573261,2.0978840933396268,34.92673485095684
1518,-204.71955862831362,2,37.290040016174316,272,573533,573533,2.101046138388269,35.584133849424475
1519,-50.409214079476385,4,80.79943943023682,596,574129,574129,2.087430911376172,35.48875869520558
1520,232.47306935097606,1,48.686872243881226,353,574482,574482,2.125565710047487,35.31574010443755
1521,229.99897200178083,1,4.458251476287842,32,574514,574514,2.2150678001344204,35.69868302345276
1522,-198.27929138843461,2,29.17072343826294,209,574723,574723,2.092109163982446,35.435344787305624
1523,-176.38785763015392,2,20.3263738155365,147,574870,574870,2.096865268791614,35.51605728045613
1524,-214.3027054975858,2,5.94107985496521,42,574912,574912,2.034014645076933,35.61295954386393
1525,-179.2456048212539,2,16.813801050186157,123,575035,575035,1.9942605936430333,35.79727414759194
1526,208.3818446917895,1,14.379012107849121,102,575137,575137,2.2792186859775994,35.578486049876496
1527,-196.12673572117106,2,43.30368685722351,315,575452,575452,2.052367435372065,35.47549845377604
1528,222.0891438119752,1,6.2115867137908936,45,575497,575497,2.0612092441982695,35.33338343302409
1529,-168.43191625824224,2,25.626906633377075,185,575682,575682,2.1828996922518757,35.344593295535525
1530,-100.72293851114244,4,80.85080909729004,593,576275,576275,2.1389529369331735,35.43452102378086
1531,-74.86004556898239,4,80.81501173973083,586,576861,576861,2.0754799637371364,35.47039222717285
1532,227.42803820367385,1,4.805761337280273,34,576895,576895,1.963075809619006,35.45846624935375
1533,-177.3894848037314,2,53.0163094997406,385,577280,577280,2.170663853744408,35.44149450326895
1534,-192.37096709120596,2,13.398759365081787,96,577376,577376,2.1277154895166555,35.33442187309265
1535,-176.49116214926923,2,21.258726358413696,152,577528,577528,2.135130362291085,35.33657872049432
1536,-203.22661057315287,2,73.19612503051758,531,578059,578059,2.0402978471218978,35.367744108153374
1537,209.2613181529021,1,26.600871801376343,192,578251,578251,2.2454606549193463,35.37014627456665
1538,-198.96127644889867,2,80.65553402900696,584,578835,578835,2.108350323385572,35.31364920367933
1539,-248.49005461166334,2,75.6300733089447,546,579381,579381,2.1055966853658794,35.52829681648003
1540,-171.4876977098183,2,44.4840190410614,320,579701,579701,2.1846845749765635,35.29313191175461
1541,-194.0363742207577,2,11.993871450424194,85,579786,579786,2.0424765895394716,35.360950066061584
1542,219.21049659003975,1,4.2735915184021,30,579816,579816,2.367146627108256,35.11106567382812
1543,-167.3568614148012,2,27.161513090133667,194,580010,580010,2.0656110721150625,35.510113037738606
1544,-184.0628843577413,2,35.038888692855835,253,580263,580263,2.111491982880317,35.344400066632055
1545,-169.4789611475534,2,20.680630683898926,149,580412,580412,2.163239288650103,35.38880823122575
1546,-165.63027438259905,2,17.736799478530884,124,580536,580536,2.1772079890774143,35.292161326254565
1547,217.46118820999013,1,13.88747525215149,98,580634,580634,2.080156617018641,35.32045302099111
1548,-171.61818137025523,2,33.41331124305725,241,580875,580875,2.0537685037153883,35.32058309024795
1549,208.81692653806562,1,36.06426405906677,261,581136,581136,2.059047702400164,35.40344295282473
1550,-203.0889736379201,2,53.3835391998291,382,581518,581518,2.0963991214155526,35.19927267503988
1551,234.52810770406353,1,6.981987714767456,50,581568,581568,2.1896756398677826,35.18977844238281
1552,219.77396373854853,1,4.693490028381348,33,581601,581601,2.120607392354445,35.285637364243016
1553,218.9397826481483,1,9.08303189277649,64,581665,581665,2.2273933738470078,35.21131098270416
1554,-81.05192078554315,4,80.80589389801025,588,582253,582253,2.1511671510683437,35.33346188473864
1555,-194.66221826107497,2,13.576635599136353,97,582350,582350,2.124824796755289,35.29193284339512
1556,230.4623209069464,1,6.9326512813568115,50,582400,582400,2.302440845966339,35.18266510009766
1557,-49.77632455810948,4,80.87733006477356,583,582983,582983,2.115806114407796,35.18115890659967
1558,236.32129280041895,1,9.519925355911255,71,583054,583054,2.040337122661967,34.92372905032735
1559,-187.28952831068193,2,78.05833578109741,557,583611,583611,2.1701759417780426,35.21657037649377
1560,-187.74808906438707,2,40.67257285118103,290,583901,583901,2.223784072440246,35.18778348462335
1561,195.6287601060471,1,33.46743178367615,236,584137,584137,2.097046817258253,35.04591841616873
1562,-39.73068052304716,4,80.9147207736969,577,584714,584714,2.089656486668248,35.12219772471092
1563,226.13753178614192,1,5.403184175491333,38,584752,584752,2.010228677799827,34.66128098337274
1564,-162.20550820806113,2,23.01661229133606,161,584913,584913,2.087068049804024,35.172553068362404
1565,-52.800374936940656,4,80.86043691635132,576,585489,585489,2.123098593308694,35.089689215024315
1566,-43.61412647795369,4,80.82966542243958,579,586068,586068,2.0992551115510376,35.187857132089775
1567,-100.85295303470537,4,80.81831574440002,573,586641,586641,2.1444832695092204,35.16006499019177
1568,-179.40342378181512,2,37.28213047981262,266,586907,586907,2.0709494038632044,35.08544732574234
1569,-190.93713183007588,2,68.94021844863892,490,587397,587397,2.1919750577333024,35.134833604462294
1570,-188.58368569979865,2,26.975194692611694,190,587587,587587,2.084201227363787,35.07316077382941
1571,-106.0239502181386,4,80.82581567764282,575,588162,588162,2.08027732797291,35.111009985882305
1572,-195.38472286362565,2,66.63879179954529,472,588634,588634,2.0946162276096265,35.02175069259385
1573,-174.7140671951683,2,46.88991951942444,331,588965,588965,2.1917777304562915,35.051714813601215
1574,-172.43962151308412,2,43.5159752368927,304,589269,589269,2.088502226691497,35.06865027076319
1575,232.73472732840122,1,4.559740304946899,31,589300,589300,2.0658121897328283,34.743953458724484
1576,206.29555092376168,1,20.54280424118042,147,589447,589447,2.321200593393676,34.91446135644199
1577,-178.41167557307907,2,30.91369652748108,219,589666,589666,2.1172796817130695,35.18005684630511
1578,-58.20478857350894,4,80.7984070777893,571,590237,590237,2.1348468041252966,35.07413182033131
1579,-192.47748327335756,2,26.42580533027649,186,590423,590423,2.0299756424401396,34.97458866078367
1580,-246.84617382274007,2,58.78695225715637,416,590839,590839,2.0993809496554046,35.01742162154271
1581,-204.30531877132438,2,12.027393817901611,82,590921,590921,2.063062013649359,35.17467954682141
1582,-164.10152069280733,2,19.245795011520386,135,591056,591056,2.0579979538917543,35.05591761271159
1583,214.26457654971364,1,5.846522331237793,40,591096,591096,2.128205290436745,35.18961009979248
1584,-209.34520003073754,2,34.71865463256836,243,591339,591339,2.1319317403153626,34.98576788254726
1585,-46.359200307056206,4,80.83204770088196,573,591912,591912,2.2317483063143584,35.05987297177939
1586,-239.2498450918227,2,60.67489767074585,429,592341,592341,2.1193617400311644,34.8947998438126
1587,-222.13944232544017,2,79.73455595970154,562,592903,592903,2.1480634537031644,35.08352543705299
1588,218.17347556611475,1,5.364421367645264,36,592939,592939,1.8264376719792683,34.70029428270128
1589,-65.6270549318828,4,80.71532559394836,569,593508,593508,2.0820078848744945,35.04013320976485
1590,-168.61513177569455,2,20.926897525787354,147,593655,593655,2.1680544180934933,34.910872349122755
1591,-200.45675987758577,2,24.837203979492188,173,593828,593828,2.115370685999104,35.06240489717164
1592,120.17467461534441,1,40.230841875076294,282,594110,594110,2.13704817514893,35.075492236631135
1593,-65.58734130334201,4,80.85928702354431,565,594675,594675,2.0382454775075995,34.932379656766365
1594,-46.773342023373964,4,80.84341931343079,570,595245,595245,2.1729000105146774,34.98913543433474
1595,-167.6439975149593,2,16.77163577079773,118,595363,595363,2.051618298736669,35.09692062765865
1596,194.59994672846653,1,68.61055564880371,478,595841,595841,2.010804508769861,34.85653162202077
1597,221.44078222238554,1,7.129861354827881,50,595891,595891,1.9166288304328918,34.8950316619873
1598,-167.41747099949504,2,27.891897678375244,193,596084,596084,2.087192249112796,34.7307904100171
1599,-198.76491499540626,2,11.846608877182007,82,596166,596166,2.191508155770418,35.167854495164825
1600,211.10266842851024,1,26.414276838302612,185,596351,596351,2.1936524159199484,34.94077936120935
1601,-178.62088768166342,2,63.32042622566223,306,596657,596657,2.125747848180384,35.07643710865694
1602,-194.5524777056396,2,17.80605387687683,99,596756,596756,2.1349089308218523,34.82003348764747
1603,231.9867313495355,1,62.77506184577942,380,597136,597136,2.157643553300908,34.90029616104929
1604,-178.19153982931743,2,40.381877422332764,262,597398,597398,2.126540731837731,34.913692066687666
1605,-30.452346004811236,4,80.95019936561584,542,597940,597940,2.1133306830351644,34.85934779036969
1606,-47.311864786266575,4,80.9310531616211,553,598493,598493,2.122467794642526,34.820203784577025
1607,-170.4283960420825,2,31.513826370239258,213,598706,598706,2.20564719349006,35.025582398607135
1608,-167.95302935184273,2,34.92950463294983,237,598943,598943,2.1805691299056202,34.73644892374674
1609,-204.20212753367426,2,70.32260751724243,485,599428,599428,2.113588774818735,34.81432443992379
1610,-212.47850878219043,2,46.135720014572144,317,599745,599745,2.127651830012866,34.97467167369951
1611,-170.89302280804327,2,37.38837218284607,256,600001,600001,2.168193274177611,35.010422348976135
1612,199.06714820203717,1,36.62108135223389,253,600254,600254,2.053454371309092,34.99843822072146
1613,-202.34889913057725,2,57.08955264091492,391,600645,600645,2.1290715400825073,34.87941611209489
1614,205.4264013704623,1,28.648751497268677,195,600840,600840,2.0001775426742356,34.82794880011143
1615,-43.52700348354576,4,80.8909227848053,560,601400,601400,2.1671719732029096,34.814039775303435
1616,-169.7709504446055,2,21.5678551197052,147,601547,601547,2.0358247631261137,34.81751256410767
1617,195.2811303908761,1,21.94279718399048,151,601698,601698,2.104667890545548,34.623795970386226
1618,205.23529778212475,1,70.98129940032959,485,602183,602183,2.120532540193538,34.893388122873205
1619,-167.9540984488771,2,22.898335933685303,157,602340,602340,2.060771405696869,34.73014279991199
1620,-71.3534316480615,4,80.9801037311554,558,602898,602898,2.074627845304414,34.8723323029002
1621,193.90806909404353,1,27.449471950531006,187,603085,603085,2.20011647308574,35.07876762349338
1622,-20.351764581463275,4,80.87482810020447,553,603638,603638,2.100511306017691,34.645942529329986
1623,194.6234774825089,1,17.934635162353516,123,603761,603761,1.9668237867394114,34.63843570492132
1624,-193.3805894636384,2,73.73460483551025,504,604265,604265,2.1725905820254297,34.69704718059964
1625,201.5873721730148,1,32.81977391242981,225,604490,604490,2.0916745535532635,34.91457383897569
1626,-195.81019971238393,2,46.08901309967041,315,604805,604805,2.1115335375543625,34.67366096859887
1627,-183.43518329541917,5,22.61912989616394,95,604900,604900,1.753523456422906,34.52081399214895
1628,-196.7902812230743,2,35.972394943237305,246,605146,605146,2.235079376920452,34.734403005460415
1629,-181.77570150941276,2,26.6489577293396,181,605327,605327,2.028299076451781,34.57996050165503
1630,-61.903947697318046,4,80.71684718132019,553,605880,605880,2.0743801609948145,34.83518644612262
1631,-187.29334705318377,2,39.03218078613281,268,606148,606148,2.2676857267297916,34.80813191541985
1632,227.61475851804587,1,5.695295572280884,39,606187,606187,2.300525041726919,34.98486836751302
1633,-203.52697011876302,2,14.367920160293579,96,606283,606283,2.2498886547982693,34.97340420881907
1634,-161.36274473444857,2,18.023189544677734,123,606406,606406,2.174742141874825,34.65283370599514
1635,222.3721562146253,1,8.548986434936523,56,606462,606462,2.5414492477263724,34.753556796482634
1636,-161.58572441010418,2,37.54655575752258,254,606716,606716,2.015318301249677,34.7518336829238
1637,-49.689166833471965,4,80.71753430366516,549,607265,607265,2.1184620329591093,34.776446344205375
1638,-186.31134198723439,2,30.693464756011963,209,607474,607474,2.092516496706237,34.62125789149526
1639,218.5704840803155,1,71.18683385848999,479,607953,607953,2.136538260291663,34.708332882046946
1640,-45.80361968368174,4,80.82000303268433,554,608507,608507,2.069056795607405,34.502999054395765
1641,222.30089076256635,1,4.5621325969696045,30,608537,608537,2.0910112261772156,34.77306709289551
1642,234.5462653642278,1,5.301079034805298,35,608572,608572,1.9222650970731463,34.370450483049666
1643,202.87043960074996,1,26.57400870323181,182,608754,608754,2.2977526826517924,34.604048341185184
1644,226.65008877648216,1,4.404899597167969,30,608784,608784,2.3928311030069986,34.2880246480306
1645,-225.1545395933343,2,31.61400532722473,216,609000,609000,2.1258829881747565,34.93875023170754
1646,-240.31121764289082,2,21.010613679885864,143,609143,609143,1.9841242028283073,34.574544359754015
1647,-204.83424692847265,2,66.55308413505554,454,609597,609597,2.0636872349856707,34.694872078916575
1648,-64.81380810333015,4,80.79216837882996,549,610146,610146,2.0564984213459034,34.51076511737428
1649,146.69593874457914,1,41.53746056556702,277,610423,610423,2.1123600488104977,34.672726930694026
1650,-51.30822915157908,4,80.78587794303894,551,610974,610974,2.1447814850106215,34.5688147847752
1651,229.60409402454815,1,66.33903217315674,448,611422,611422,2.1067167915669933,34.70991316011974
1652,-169.2002603468874,2,34.964423179626465,230,611652,611652,2.0470166146755218,34.623733553679095
1653,-86.06361122274072,4,80.81177473068237,544,612196,612196,2.164286348859177,34.57490860714632
1654,228.2262109219277,1,8.990997314453125,59,612255,612255,2.164046558283143,34.35828761731164
1655,-177.8386444217757,2,48.116533041000366,324,612579,612579,2.094405029474953,34.646291815204386
1656,-41.495761765245014,4,81.15484380722046,546,613125,613125,2.1330132452777892,34.53037442916479
1657,-53.283798152579855,4,80.8540415763855,546,613671,613671,2.1913786844892815,34.553399795140976
1658,219.62041178656045,1,7.095571994781494,47,613718,613718,2.2614392473342573,34.873739120808054
1659,195.28390350363804,1,72.93487000465393,490,614208,614208,2.1316126235893793,34.55459903016382
1660,217.16717257469298,1,13.303491830825806,89,614297,614297,2.1351035726204346,34.3974920122811
1661,162.16283080617697,1,59.10859441757202,398,614695,614695,2.072526038891107,34.64031411175752
1662,-47.265657145083225,4,80.84810447692871,549,615244,615244,2.113137914834778,34.450734810750994
1663,-166.32952642085993,2,30.533525705337524,203,615447,615447,2.219963833616285,34.75409788686066
1664,-176.85965935509512,2,16.59215259552002,110,615557,615557,2.010891115665436,34.39444756941362
1665,-47.010065270590864,4,80.78426671028137,542,616099,616099,2.086872424476701,34.479283463031166
1666,-72.02595276085691,4,80.8532464504242,549,616648,616648,2.1133932791555297,34.42828570645581
1667,-183.56207414393998,2,59.20901274681091,399,617047,617047,2.1015855542997968,34.56911126234776
1668,240.63813941870578,1,61.32028913497925,416,617463,617463,2.209907622004931,34.541787092502304
1669,224.60009011407732,1,6.952179908752441,45,617508,617508,2.2277287774615817,34.817593044704864
1670,-163.70069499264375,2,38.72760200500488,257,617765,617765,2.2057105117270916,34.419946767012895
1671,-183.81653364111864,2,59.7516713142395,396,618161,618161,2.1379827011113215,34.5418301784631
1672,199.5201006576166,1,9.986269235610962,66,618227,618227,2.2825269337856406,34.33827377088142
1673,227.05952817382484,1,51.76383876800537,343,618570,618570,2.0900099378285533,34.444510913103734
1674,-240.9704893978164,2,70.52836751937866,473,619043,619043,2.050654963131435,34.58601209225161
1675,-38.57952750281443,4,80.84962773323059,531,619574,619574,2.0718703780695096,34.4565804116919
1676,-186.40794782214036,2,69.53179478645325,464,620038,620038,2.034129055024221,34.448042433837365
1677,-202.4773885119294,2,57.88810729980469,386,620424,620424,2.091305578619705,34.57490283590524
1678,-184.42085256787664,2,8.288808822631836,56,620480,620480,2.1842533020036563,34.420458112444194
1679,-202.2972444404043,2,7.33491325378418,48,620528,620528,2.15221498409907,34.55126476287842
1680,-178.6497974047466,2,52.269617557525635,348,620876,620876,2.1278438509880813,34.30804366626959
1681,-191.119689488919,2,64.57557320594788,431,621307,621307,2.115686013361141,34.318918011304675
1682,-82.28939473180608,4,80.8240749835968,540,621847,621847,2.086825727202274,34.44203413504141
1683,-48.94394408664769,4,80.66986322402954,538,622385,622385,2.1610302545102558,34.36833570969592
1684,203.9817326172946,1,20.29597043991089,134,622519,622519,2.0695929838650264,34.30472428051394
1685,-172.4917541224819,2,47.811925649642944,317,622836,622836,2.017348360376027,34.26189296253096
1686,99.1882595403561,1,58.33083939552307,385,623221,623221,2.02368762524097,34.45252821290648
1687,-181.9300801431046,2,55.971956968307495,368,623589,623589,2.1045210082893786,34.514503354611605
1688,-181.96202597375893,2,12.636061191558838,83,623672,623672,2.1045224645051612,34.256366040333205
1689,233.31348555035635,1,8.103212594985962,53,623725,623725,2.2528064655807785,34.06523290670143
1690,232.54996894762823,1,10.084660053253174,67,623792,623792,1.7905949976906848,34.25063528943418
1691,235.28896892237304,1,6.731636047363281,43,623835,623835,2.0163744438526243,34.266445248626
1692,-185.14338418595463,2,41.060126543045044,272,624107,624107,2.1871938985936783,34.41705229703118
1693,-195.42611114300294,2,38.02861523628235,250,624357,624357,2.25587584066391,34.254101402282714
1694,-61.71930999761871,4,80.87891793251038,537,624894,624894,2.187133850887057,34.36459033404871
1695,-193.81576024053223,2,47.44067406654358,286,625180,625180,2.107089384869262,34.473117348197455
1696,212.66991108515475,1,16.977160453796387,111,625291,625291,2.055768370091378,34.6557461850278
1697,-40.608816307889086,4,80.76682662963867,538,625829,625829,2.1070379628124734,34.286980689236664
1698,-168.62872681488625,2,27.438333749771118,174,626003,626003,2.042343750767324,34.17779479629692
1699,221.69133403600284,1,4.66914439201355,30,626033,626033,2.257999900976817,34.46125679016113
